idrebap,barrio_nombre,provincia_id,provincia_nombre,departamento_nombre,localidad_nombre,geojson
3794,Virgen De Lujan,22,Chaco,Libertador General San Martin,General Jose De San Martin,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-59.340693801026248,-26.551605641244905],[-59.337588870848627,-26.551608199103477],[-59.3375726523437,-26.551170488281187],[-59.340697328124946,-26.551160835937466],[-59.340693801026248,-26.551605641244905]]]]}"
3795,La 12,22,Chaco,Libertador General San Martin,General Jose De San Martin,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-59.334054501281912,-26.555324488462311],[-59.334126999999967,-26.557195999999976],[-59.334122999999977,-26.55768699999993],[-59.333874999999978,-26.558244999999943],[-59.333504999999946,-26.558829999999944],[-59.328116999999963,-26.55879699999997],[-59.328137999999967,-26.557950999999946],[-59.329924999999946,-26.557933999999932],[-59.329906748568689,-26.556487404653247],[-59.329898503845804,-26.555331496154054],[-59.334054501281912,-26.555324488462311]]]]}"
3796,Barrio Norte Viejo,22,Chaco,Maipu,Tres Isletas,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.439489279594419,-26.323303847034271],[-60.438839447373987,-26.327997025408209],[-60.438131303965619,-26.332052989942735],[-60.434489104037333,-26.331621946183084],[-60.433288993102956,-26.331421975908366],[-60.433622807057183,-26.329586782999968],[-60.4339593112403,-26.327271603049944],[-60.434739520034285,-26.322737868057164],[-60.439489279594419,-26.323303847034271]]]]}"
3797,Quinta Riquelme,22,Chaco,Maipu,Tres Isletas,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.422222999999974,-26.325797999999963],[-60.42247999999995,-26.324040999999966],[-60.422178999999971,-26.324006999999938],[-60.422186999999951,-26.323879999999974],[-60.422126999999932,-26.323426999999981],[-60.42234899999994,-26.323075999999958],[-60.422361999999964,-26.322647999999958],[-60.422596999999939,-26.322469999999953],[-60.423545166484672,-26.322508373253257],[-60.4238185259825,-26.323255633078578],[-60.424118629912606,-26.32419695229251],[-60.424436667030527,-26.325153778384241],[-60.424714314956283,-26.326032396615698],[-60.424502625654966,-26.326084759279432],[-60.422222999999974,-26.325797999999963]]]]}"
3798,Quinta 24,22,Chaco,Maipu,Tres Isletas,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.403105932314354,-26.328586601528357],[-60.404158550042112,-26.328745018230272],[-60.404333235098044,-26.328806132340354],[-60.405546999999956,-26.329009889737968],[-60.405578062540805,-26.329145961446883],[-60.405279290868009,-26.330774226095173],[-60.405498715309626,-26.330839708561442],[-60.405394110261959,-26.331900729257612],[-60.403043245633128,-26.331619177947573],[-60.403012834487441,-26.330474432777581],[-60.4029842697521,-26.328661910023836],[-60.403105932314354,-26.328586601528357]]]]}"
3799,Quinta 120,22,Chaco,Maipu,Tres Isletas,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.413582613592176,-26.347206983009691],[-60.4110280714652,-26.346873292275333],[-60.411255749957057,-26.34533537561574],[-60.411340983009659,-26.344873386407738],[-60.413920304326517,-26.345139913645188],[-60.413582613592176,-26.347206983009691]]]]}"
3845,Quinta Monzón,22,Chaco,Maipu,Tres Isletas,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.424583865502129,-26.321686731004348],[-60.425145596506489,-26.321781529257617],[-60.425005798253217,-26.322838731004339],[-60.426186470742337,-26.323027999999965],[-60.426159268995576,-26.32347139475976],[-60.426693999999941,-26.323534731004344],[-60.426434596506525,-26.325418865502158],[-60.425856731004309,-26.32533873100434],[-60.425681394759771,-26.326281865502139],[-60.424811808913617,-26.326135344220294],[-60.423805049781613,-26.323147125764134],[-60.42434773100431,-26.323210260261941],[-60.424583865502129,-26.321686731004348]]]]}"
3842,Quinta Soli,22,Chaco,Maipu,Tres Isletas,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.424790614410433,-26.326235156768504],[-60.423547999999982,-26.334406999999942],[-60.419884999999965,-26.333924999999965],[-60.413196156768535,-26.333113228820892],[-60.413641313537056,-26.329968927947537],[-60.416230635754673,-26.33033458372029],[-60.416441114964158,-26.32926246875606],[-60.415041654640504,-26.329069644369262],[-60.413823146538448,-26.328916458083938],[-60.414459313537094,-26.32477192794758],[-60.424790614410433,-26.326235156768504]]]]}"
3856,Quinta 55,22,Chaco,Maipu,Tres Isletas,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.442351999999971,-26.338806999999974],[-60.441838877915572,-26.342094741290278],[-60.439180136625275,-26.341747741290241],[-60.439701395889465,-26.337750024656572],[-60.439946273250584,-26.337819863374655],[-60.440273273250611,-26.33785828779153],[-60.44010899999995,-26.338537999999971],[-60.442351999999971,-26.338806999999974]]]]}"
3857,Quinta Martinez,22,Chaco,Maipu,Tres Isletas,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.437914999999975,-26.350382999999965],[-60.437528999999984,-26.352401999999984],[-60.434910999999943,-26.352093999999965],[-60.435232999999982,-26.349939999999947],[-60.437914999999975,-26.350382999999965]]]]}"
3858,Barrio Sur,22,Chaco,Maipu,Tres Isletas,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.432506515283784,-26.351773601746672],[-60.432364506550158,-26.352782103930107],[-60.430479999999932,-26.353482999999983],[-60.429880593013081,-26.35339120349343],[-60.4302283938864,-26.351464298689887],[-60.432506515283784,-26.351773601746672]]]]}"
3859,Barrio Norte,22,Chaco,Maipu,Tres Isletas,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.428149631553374,-26.331528304854306],[-60.427445151941704,-26.331432239320328],[-60.427952325728128,-26.328200478640746],[-60.428770958252365,-26.328311326698966],[-60.428149631553374,-26.331528304854306]]]]}"
3860,Quinta Herrera,22,Chaco,Maipu,Tres Isletas,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.415128582411356,-26.329096017447906],[-60.415053791639096,-26.329596229263011],[-60.41629916655647,-26.32975341672168],[-60.416215770736933,-26.330294770736952],[-60.413734395819553,-26.329952979097808],[-60.413896093026779,-26.328945647722644],[-60.415128582411356,-26.329096017447906]]]]}"
3861,Quinta 104,22,Chaco,Maipu,Tres Isletas,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.429782999999986,-26.34621999999996],[-60.429326999999944,-26.349262999999951],[-60.428159999999934,-26.349074999999971],[-60.428548999999975,-26.346103999999968],[-60.429782999999986,-26.34621999999996]]]]}"
3823,Sin Nombre,22,Chaco,Mayor Luis J. Fontana,Villa Angela,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.743385567685515,-27.585645885152811],[-60.742226063973789,-27.585144631659372],[-60.742318121397318,-27.584934999999973],[-60.742070118122228,-27.584743628384217],[-60.742086915502156,-27.58454625676853],[-60.7426880877729,-27.584572999999978],[-60.742693229694289,-27.584841371615653],[-60.743094168995626,-27.584981283842733],[-60.743391456113521,-27.58499959803488],[-60.743385567685515,-27.585645885152811]]]]}"
3824,Las Quintas,22,Chaco,Mayor Luis J. Fontana,Villa Angela,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.741219070960661,-27.584719985807794],[-60.741148070960669,-27.586992070960669],[-60.739729858078576,-27.586893042576381],[-60.739536929039261,-27.585767070960635],[-60.739362886462843,-27.585771985807806],[-60.739316957423561,-27.585108999999932],[-60.738562858078559,-27.585072070960628],[-60.73851391484714,-27.5829728722707],[-60.7404851277292,-27.583987914847103],[-60.740425127729239,-27.584379914847137],[-60.741219070960661,-27.584719985807794]]]]}"
3825,Sin Nombre,22,Chaco,Mayor Luis J. Fontana,Villa Angela,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.738475999999935,-27.58657299999993],[-60.738586999999939,-27.586895999999967],[-60.728271999999947,-27.587064999999939],[-60.728380999999956,-27.586705999999936],[-60.738475999999935,-27.58657299999993]]]]}"
3826,Sargento Cabral,22,Chaco,Mayor Luis J. Fontana,Villa Angela,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.734240974201057,-27.580899658066986],[-60.734349374067,-27.586604587335124],[-60.729417867731833,-27.586644737134016],[-60.729384709664807,-27.585528658067009],[-60.734262999999942,-27.585524025798847],[-60.734175999999934,-27.58164899999997],[-60.731851999999947,-27.58060299999994],[-60.731701606469159,-27.581020238737313],[-60.73040710319561,-27.580347632268076],[-60.730448367731853,-27.579607367731835],[-60.731681632268092,-27.580089025798873],[-60.731853683865886,-27.579924025798888],[-60.734240974201057,-27.580899658066986]]]]}"
3827,Sin Nombre,22,Chaco,Mayor Luis J. Fontana,Villa Angela,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.743278999999973,-27.572466999999961],[-60.743294999999932,-27.570281999999963],[-60.745631999999944,-27.570244999999943],[-60.745605999999952,-27.572485999999969],[-60.743278999999973,-27.572466999999961]]]]}"
3828,Sin Nombre,22,Chaco,Mayor Luis J. Fontana,Villa Angela,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.740721999999948,-27.564039999999977],[-60.743197662445354,-27.564046777074203],[-60.743223885371158,-27.565790350218279],[-60.740760999999964,-27.565750898034878],[-60.740721999999948,-27.564039999999977]]]]}"
3829,Barrio Avenida,22,Chaco,Mayor Luis J. Fontana,Villa Angela,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.736910433406095,-27.570143999999971],[-60.736882675764164,-27.569560836244491],[-60.7372157270742,-27.569562484716119],[-60.737316621178984,-27.569742730349304],[-60.737791081877667,-27.569724703056739],[-60.737757027292538,-27.569197484716131],[-60.736878593886409,-27.569218296943188],[-60.736868999999956,-27.568944999999928],[-60.737173999999982,-27.568908999999962],[-60.737275730349296,-27.567981109170233],[-60.738335999999947,-27.567968999999948],[-60.738375296943168,-27.570135324235753],[-60.736910433406095,-27.570143999999971]]]]}"
3830,Las Flores,22,Chaco,Mayor Luis J. Fontana,Villa Angela,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.722765999999979,-27.551291999999933],[-60.724891999999954,-27.551238999999953],[-60.725012999999933,-27.551236999999958],[-60.725076999999942,-27.554803999999933],[-60.724348999999961,-27.554682999999955],[-60.723715999999968,-27.55424499999998],[-60.722764999999981,-27.55415499999998],[-60.722765999999979,-27.551291999999933]]]]}"
3831,Sin Nombre,22,Chaco,Mayor Luis J. Fontana,Villa Angela,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.717379455729137,-27.556724104166616],[-60.717366343749951,-27.556203015624973],[-60.718565023437471,-27.556183119791616],[-60.718583007812441,-27.556649864583303],[-60.717379455729137,-27.556724104166616]]]]}"
3832,Villa Maria,22,Chaco,Mayor Luis J. Fontana,Villa Angela,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.717560113281209,-27.563981622656183],[-60.720263999999986,-27.563930999999968],[-60.720293377343737,-27.564881396093703],[-60.719190252419921,-27.564852896591884],[-60.7175560315104,-27.56490175468744],[-60.717560113281209,-27.563981622656183]]]]}"
3833,Cacique Catan,22,Chaco,Mayor Luis J. Fontana,Villa Angela,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.710769999999968,-27.592497999999978],[-60.706764999999962,-27.592706999999962],[-60.706733341747565,-27.589320184465993],[-60.708640355339767,-27.589325710679564],[-60.708757999999932,-27.590353999999934],[-60.710687933980523,-27.590384473786386],[-60.710769999999968,-27.592497999999978]]]]}"
3834,Lote 20,22,Chaco,Mayor Luis J. Fontana,Villa Angela,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.695261691484667,-27.561140308515249],[-60.695377588646274,-27.570851102838397],[-60.687115999999946,-27.570911999999964],[-60.687104999999974,-27.569345999999939],[-60.688575514192074,-27.563654205676823],[-60.691321514192083,-27.563551308515247],[-60.691126617030513,-27.561135205676816],[-60.695261691484667,-27.561140308515249]]]]}"
3786,Fuerte Apache,22,Chaco,Quitilipi,Col.Pte.Uriburu,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.227720766532947,-26.866478076620066],[-60.227367999999956,-26.866010191636672],[-60.227156634692463,-26.8660743066008],[-60.226989999999944,-26.865471999999954],[-60.226931999999977,-26.864969460376532],[-60.228139892245956,-26.86457815209419],[-60.227691766532971,-26.863509230498245],[-60.229334197548951,-26.862930846253516],[-60.230429161630951,-26.865467999004743],[-60.228851922036434,-26.86598269223273],[-60.228934215507941,-26.866227846724392],[-60.228752999999983,-26.866289999999935],[-60.228604999999959,-26.86611199999993],[-60.227720766532947,-26.866478076620066]]]]}"
3787,Cacique Moreno,22,Chaco,Quitilipi,Col.Pte.Uriburu,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.23381999999998,-26.873325999999963],[-60.23270999999994,-26.870631999999944],[-60.235002796018073,-26.869867014239233],[-60.236156870193334,-26.872487657524562],[-60.23381999999998,-26.873325999999963]]]]}"
3788,La Tablada,22,Chaco,Quitilipi,Col.Pte.Uriburu,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.237313450130195,-26.8669126541215],[-60.2318668524739,-26.8686879309404],[-60.23154325481768,-26.868030929923243],[-60.236954852473893,-26.866153653104316],[-60.237313450130195,-26.8669126541215]]]]}"
3789,Sol Naciente,22,Chaco,Quitilipi,Col.Pte.Uriburu,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.227708999999948,-26.876999999999953],[-60.22538499999996,-26.877881999999943],[-60.224855999999932,-26.876426999999978],[-60.227098999999953,-26.875687999999968],[-60.227708999999948,-26.876999999999953]]]]}"
3790,Matadero,22,Chaco,Quitilipi,Col.Pte.Uriburu,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.207795860698674,-26.879393885589476],[-60.206103860698626,-26.879987582096014],[-60.205198999999936,-26.878033999999957],[-60.206978278602591,-26.877388228820916],[-60.207371025288857,-26.878353085678608],[-60.207795860698674,-26.879393885589476]]]]}"
2606,Juan Bautista Alberdi Ii,22,Chaco,San Fernando,Resistencia,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.982769842338627,-27.483154621766221],[-58.981056364338627,-27.48163008066129],[-58.981011522012892,-27.481563648117788],[-58.982732883890087,-27.480088935683195],[-58.983608826217768,-27.480886809895061],[-58.98362024343556,-27.480966533112856],[-58.983098882991968,-27.481455065330618],[-58.9828937814316,-27.483117252438561],[-58.982769842338627,-27.483154621766221]]]]}"
2366,Niño Jesus,22,Chaco,San Fernando,Resistencia,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-59.021352509984176,-27.461070773269022],[-59.020805536880438,-27.460666081170739],[-59.020606733968172,-27.460512688724503],[-59.020654246037459,-27.460394757183341],[-59.022203536549235,-27.459054264998489],[-59.022913169308318,-27.459646189227179],[-59.021352509984176,-27.461070773269022]]]]}"
2367,Veintiocho De Noviembre,22,Chaco,San Fernando,Resistencia,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-59.019997574634544,-27.464334940693686],[-59.020613564282755,-27.46379892443456],[-59.021385042270587,-27.464490705401278],[-59.021384173721309,-27.464544708452969],[-59.020832933121689,-27.4650261691791],[-59.020718418961906,-27.46502316560089],[-59.019989834986518,-27.464373401186986],[-59.019997574634544,-27.464334940693686]]]]}"
2368,Villa Facundo 3,22,Chaco,San Fernando,Resistencia,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-59.009894069733939,-27.479814063703042],[-59.009101256651007,-27.479126212775768],[-59.009469814522646,-27.478795191323602],[-59.010311603881,-27.479454425687354],[-59.009894069733939,-27.479814063703042]]]]}"
2369,Villa Don Andrés 2,22,Chaco,San Fernando,Resistencia,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-59.000200201604244,-27.487067397479951],[-59.000612156768504,-27.486706372925738],[-59.001421136487004,-27.487424010280169],[-59.001879372925742,-27.487046686462818],[-59.00259916034377,-27.487691672467864],[-59.001751529694296,-27.488437205458492],[-59.001023547407968,-27.487813939249993],[-59.001004479985795,-27.487768385271671],[-59.000200201604244,-27.487067397479951]]]]}"
2356,La Isla,22,Chaco,San Fernando,Resistencia,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.984220999999934,-27.428125999999963],[-58.983821999999975,-27.427329999999984],[-58.983386999999937,-27.426470999999935],[-58.982809999999972,-27.425831999999957],[-58.982235999999943,-27.425615999999934],[-58.981877999999938,-27.425657999999942],[-58.981316999999933,-27.425771999999938],[-58.980883999999946,-27.426057999999955],[-58.980520999999953,-27.426260999999954],[-58.980169999999987,-27.425927999999942],[-58.979576999999949,-27.424540999999977],[-58.979385999999977,-27.423375999999962],[-58.979840999999965,-27.422450999999967],[-58.980259999999987,-27.421827999999948],[-58.981328925999946,-27.421085725999944],[-58.981823727999938,-27.421310793999965],[-58.982699191999984,-27.422055191999959],[-58.983474999999942,-27.42277299999995],[-58.984535999999935,-27.423219999999958],[-58.98471399999994,-27.425011999999981],[-58.98475899999994,-27.42605999999995],[-58.984867999999949,-27.426356999999939],[-58.985019999999963,-27.426368999999966],[-58.985287999999969,-27.425770999999941],[-58.985280999999986,-27.424402999999984],[-58.986468999999943,-27.425143999999932],[-58.986459999999965,-27.426205999999979],[-58.98474699999997,-27.427135999999962],[-58.984276999999963,-27.42759099999995],[-58.984490999999935,-27.427898999999968],[-58.984220999999934,-27.428125999999963]]]]}"
