idrebap,barrio_nombre,provincia_id,provincia_nombre,departamento_nombre,localidad_nombre,geojson
3812,La Isla,22,Chaco,Bermejo,La Leonesa,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.689331999999979,-27.040175999999974],[-58.688940999999943,-27.039852999999937],[-58.68914499999994,-27.038995999999941],[-58.689094272270694,-27.038465485152791],[-58.688304999999957,-27.038704940611286],[-58.688314999999932,-27.037083999999936],[-58.689022999999963,-27.037021999999979],[-58.688845999999955,-27.036380999999949],[-58.687539999999956,-27.035803999999928],[-58.687241999999969,-27.035269999999969],[-58.688268999999934,-27.034782999999948],[-58.690544999999986,-27.036099999999976],[-58.691682999999955,-27.035901999999965],[-58.692356727729226,-27.035324272270682],[-58.692811980140171,-27.035800661892882],[-58.692652706378688,-27.036043067546512],[-58.6929548168122,-27.036057633624385],[-58.69333899999998,-27.036600999999962],[-58.691664757423567,-27.039174485152767],[-58.690072999999984,-27.039380999999935],[-58.689331999999979,-27.040175999999974]]]]}"
3813,Barrio Margarita,22,Chaco,Bermejo,La Leonesa,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.700941598253209,-27.035109562445367],[-58.700845759740709,-27.034878829055607],[-58.700837353711705,-27.03480310851527],[-58.70061488084081,-27.034537160606678],[-58.700446960261949,-27.034265317467202],[-58.700323888646224,-27.034080388209592],[-58.701041980883765,-27.033701211050094],[-58.701125839301277,-27.033665138427928],[-58.701741906113512,-27.033427598253226],[-58.701960379475949,-27.033381517903873],[-58.702099781222671,-27.033589919650588],[-58.702300218777225,-27.033791656331804],[-58.702549781222672,-27.034184897379852],[-58.702235443870563,-27.034400155271129],[-58.701782471143282,-27.034653852072747],[-58.700941598253209,-27.035109562445367]]]]}"
3814,El Amanecer,22,Chaco,Bermejo,La Leonesa,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.701880256249943,-27.031703018749973],[-58.702918999999952,-27.031024999999943],[-58.703736999999933,-27.031020999999953],[-58.703948999999966,-27.030820999999946],[-58.704303999999979,-27.031138999999939],[-58.705045999999982,-27.030369999999948],[-58.705413999999962,-27.030578999999932],[-58.705921999999987,-27.030596999999943],[-58.706449999999961,-27.030906999999956],[-58.707417999999961,-27.030150999999933],[-58.707651075324584,-27.030143927609114],[-58.707893999999953,-27.030183999999963],[-58.708645999999987,-27.03042199999993],[-58.709908999999982,-27.030161999999962],[-58.710100999999952,-27.030446999999981],[-58.709608114996549,-27.031133691027456],[-58.708629962499955,-27.032006431249947],[-58.708343999999954,-27.031778999999972],[-58.705784549999976,-27.033562431249941],[-58.704933668749966,-27.032512706249939],[-58.704189981249947,-27.03298184374993],[-58.703874999999982,-27.032696999999928],[-58.703535999999986,-27.032992999999976],[-58.701880256249943,-27.031703018749973]]]]}"
3815,Belgrano,22,Chaco,Bermejo,La Leonesa,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.699338582812452,-27.029900582812438],[-58.702510057291654,-27.032266971354115],[-58.702610694074473,-27.032563290166824],[-58.702667028645777,-27.033027999999945],[-58.702217146779759,-27.033008155019477],[-58.701510711062653,-27.033255566593976],[-58.700033144468591,-27.033994422125353],[-58.6989843598958,-27.034529697395786],[-58.698200743359216,-27.033813483405385],[-58.698096067260089,-27.033808388541651],[-58.697814993749972,-27.033533885416649],[-58.697858668749944,-27.033431726041592],[-58.697474231645579,-27.03314147941698],[-58.696768700097039,-27.032544041278424],[-58.696575125863887,-27.032372950197772],[-58.696088496766528,-27.032826511370924],[-58.69579868496843,-27.033048768354316],[-58.69489340460396,-27.032213928166147],[-58.694505907812456,-27.031653404687461],[-58.694048388541631,-27.030755611458314],[-58.694233194270815,-27.030347971354129],[-58.694560417187468,-27.030404136979097],[-58.695585503124946,-27.03161144583326],[-58.695240582812453,-27.031925554166623],[-58.696117697395778,-27.032683222916596],[-58.699338582812452,-27.029900582812438]]]]}"
3847,Parque Norte,22,Chaco,Comandante Fernandez,Presidencia Roque Saenz Peña,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.446257079166621,-26.759425861458272],[-60.446144569270793,-26.759195901041647],[-60.444502999999941,-26.759665410937483],[-60.4441466682291,-26.758953589062457],[-60.446469999999977,-26.758115999999973],[-60.446746428780642,-26.758692079078976],[-60.446938430729141,-26.759187470312458],[-60.446257079166621,-26.759425861458272]]]]}"
3848,Barrio Saenz Peña,22,Chaco,Comandante Fernandez,Presidencia Roque Saenz Peña,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.420507999999984,-26.772005999999976],[-60.414332310261976,-26.757677770087287],[-60.4135734598253,-26.757886655130971],[-60.412559804694304,-26.755534770087298],[-60.414054114956258,-26.755119229912637],[-60.417666540174629,-26.763690885043637],[-60.420881097652789,-26.771891885043622],[-60.420507999999984,-26.772005999999976]]]]}"
3849,Arce,22,Chaco,Comandante Fernandez,Presidencia Roque Saenz Peña,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.46345268820955,-26.79097354563315],[-60.462754999999959,-26.789324999999963],[-60.464308922052339,-26.788756298471544],[-60.463531999999987,-26.78701499999994],[-60.465669233842782,-26.786264688209549],[-60.466181999999947,-26.787583999999981],[-60.467082999999946,-26.787397999999939],[-60.4672861425764,-26.78809362358076],[-60.466192311790323,-26.788550077947544],[-60.466093999999941,-26.789024999999981],[-60.466207999999938,-26.789975999999967],[-60.46345268820955,-26.79097354563315]]]]}"
3850,Santa Maria,22,Chaco,Comandante Fernandez,Presidencia Roque Saenz Peña,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.411400282096047,-26.770470846288152],[-60.409066128165904,-26.771369999999933],[-60.408132999999964,-26.769356999999957],[-60.410486999999932,-26.768366999999955],[-60.411400282096047,-26.770470846288152]]]]}"
3766,Santa Rita,22,Chaco,Comandante Fernandez,Presidencia Roque Saenz Peña,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.443050803842986,-26.818747680045256],[-60.440681926415834,-26.819554347766704],[-60.440097999999985,-26.818133480220048],[-60.442432166114024,-26.817334052416332],[-60.443050803842986,-26.818747680045256]]]]}"
3767,Mtd (movimiento De Trabajadores Desocupados),22,Chaco,Comandante Fernandez,Presidencia Roque Saenz Peña,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.447831233981347,-26.817167548531518],[-60.443183288686882,-26.818837496731092],[-60.439446079233591,-26.81039936728039],[-60.446499199943716,-26.807978841879269],[-60.447640109411083,-26.810547681972384],[-60.450148381149539,-26.80974610620634],[-60.450857509439253,-26.811250733814539],[-60.446043215102812,-26.812837270963804],[-60.447831233981347,-26.817167548531518]]]]}"
3768,Barrio Mitre,22,Chaco,Comandante Fernandez,Presidencia Roque Saenz Peña,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.459427517668288,-26.818037517478341],[-60.458744577959756,-26.8165207620026],[-60.459549391894484,-26.816269693844735],[-60.459324180874347,-26.815562468823032],[-60.460246397085328,-26.815193177142596],[-60.461280186065252,-26.817409611879743],[-60.459427517668288,-26.818037517478341]]]]}"
3769,Matadero,22,Chaco,Comandante Fernandez,Presidencia Roque Saenz Peña,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.457502999999974,-26.813609999999983],[-60.45920499999994,-26.813007999999968],[-60.4599136683969,-26.81477206267396],[-60.458273668396949,-26.815431804344421],[-60.457502999999974,-26.813609999999983]]]]}"
3770,Colonia Saenz Peña,22,Chaco,Comandante Fernandez,Presidencia Roque Saenz Peña,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.42090717909246,-26.755140134941829],[-60.421793520880712,-26.757197894351162],[-60.417622969724228,-26.7586997513924],[-60.419389208585621,-26.762858046046308],[-60.419405623878959,-26.76290629820242],[-60.417951219537542,-26.763439031030789],[-60.417919382996949,-26.763391798734951],[-60.414253999999971,-26.754974999999945],[-60.415332162695741,-26.754563105767254],[-60.415998607482216,-26.756173317086471],[-60.41646637612093,-26.756110999999976],[-60.416686282090708,-26.756609837586627],[-60.42090717909246,-26.755140134941829]]]]}"
3771,Solidario,22,Chaco,Comandante Fernandez,Presidencia Roque Saenz Peña,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.435379893477759,-26.757226368929757],[-60.437665999999979,-26.756436999999949],[-60.438155331956644,-26.757501019292562],[-60.435874225434411,-26.75829838822235],[-60.435379893477759,-26.757226368929757]]]]}"
3772,Santa Monica,22,Chaco,Comandante Fernandez,Presidencia Roque Saenz Peña,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.411545212843961,-26.782597995871203],[-60.411572679935205,-26.782656342616075],[-60.411670999999956,-26.782795999999962],[-60.41181541414997,-26.782977218024147],[-60.411843999999974,-26.783108999999968],[-60.412005999999963,-26.783469999999966],[-60.412083565903792,-26.783632816601155],[-60.412070466378893,-26.78368251763402],[-60.412329184244413,-26.784217527916582],[-60.4123620580625,-26.784208560776403],[-60.412522577155215,-26.7846604835944],[-60.412536038837963,-26.7846811999837],[-60.410024393577991,-26.785604602303472],[-60.409078993271947,-26.783445394202449],[-60.411545212843961,-26.782597995871203]]]]}"
3773,Estela Cubilla,22,Chaco,Comandante Fernandez,Presidencia Roque Saenz Peña,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.410009613150009,-26.785617500733263],[-60.407014360702959,-26.786695201413902],[-60.406106708619738,-26.784568606521795],[-60.4090283673358,-26.783460404596529],[-60.410009613150009,-26.785617500733263]]]]}"
3774,Gine Benitez,22,Chaco,Comandante Fernandez,Presidencia Roque Saenz Peña,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.459976999999981,-26.782688999999948],[-60.450429999999983,-26.786017999999956],[-60.448752999999954,-26.781743999999946],[-60.458020999999974,-26.77828599999998],[-60.459976999999981,-26.782688999999948]]]]}"
3775,Sucesion Napenay,22,Chaco,Comandante Fernandez,Presidencia Roque Saenz Peña,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.458182999999963,-26.778365999999949],[-60.45958078220594,-26.777849478529308],[-60.459740447843551,-26.7782693926466],[-60.45835072392174,-26.778788272990937],[-60.458182999999963,-26.778365999999949]]]]}"
3776,La Reserva,22,Chaco,Comandante Fernandez,Presidencia Roque Saenz Peña,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.418809999999951,-26.787347999999952],[-60.417600999999934,-26.78775399999995],[-60.417322999999953,-26.787126999999941],[-60.418518999999947,-26.786693999999954],[-60.418809999999951,-26.787347999999952]]]]}"
3777,Saenz Peña (bis),22,Chaco,Comandante Fernandez,Presidencia Roque Saenz Peña,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.414699999999982,-26.771871999999973],[-60.413605999999959,-26.772240999999951],[-60.412375999999938,-26.772653999999932],[-60.412273999999968,-26.772619999999961],[-60.411869999999965,-26.772758999999951],[-60.411247999999944,-26.772986999999944],[-60.410957999999937,-26.773053999999945],[-60.410120999999947,-26.773350999999934],[-60.409969999999987,-26.773240999999928],[-60.409623999999951,-26.772423999999944],[-60.409457999999972,-26.772029999999972],[-60.409152999999947,-26.771398999999974],[-60.409253999999976,-26.771319999999946],[-60.411398410261953,-26.770600128165906],[-60.412535999999932,-26.770179999999982],[-60.41297499999996,-26.770053999999959],[-60.413461999999981,-26.771063999999967],[-60.414258999999959,-26.770793999999967],[-60.414503999999965,-26.771280999999931],[-60.414699999999982,-26.771871999999973]]]]}"
3778,Tiro Federal,22,Chaco,Comandante Fernandez,Presidencia Roque Saenz Peña,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.460810898437458,-26.784665748697876],[-60.461793748697858,-26.786857999999938],[-60.466281802083316,-26.785252048177057],[-60.466438352864529,-26.785603850260362],[-60.457272748697847,-26.788912550781184],[-60.456595598958287,-26.7873295507812],[-60.45774444921873,-26.786900748697864],[-60.457331449218692,-26.78588519791661],[-60.460810898437458,-26.784665748697876]]]]}"
3779,Hipolito Yrigoyen,22,Chaco,Comandante Fernandez,Presidencia Roque Saenz Peña,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.424167999999952,-26.780658999999957],[-60.417027999999959,-26.783214999999927],[-60.41651399999995,-26.782122999999956],[-60.417374999999936,-26.781841999999983],[-60.417155999999977,-26.781346999999982],[-60.416958999999963,-26.780783999999983],[-60.416091999999935,-26.78107799999998],[-60.415605999999968,-26.780043999999975],[-60.416785999999945,-26.77963699999998],[-60.416357999999946,-26.778580999999974],[-60.418717999999956,-26.777793999999972],[-60.416766999999936,-26.773463999999933],[-60.42053999999996,-26.772151999999949],[-60.424167999999952,-26.780658999999957]]]]}"
3780,Quinta 4,22,Chaco,Comandante Fernandez,Presidencia Roque Saenz Peña,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.41495336146798,-26.788773199323419],[-60.41477273199996,-26.788839241999938],[-60.409306999999956,-26.790693999999974],[-60.407464752846948,-26.786563990994537],[-60.412378523311993,-26.784824958692393],[-60.412761090366963,-26.785563795526478],[-60.413461361467995,-26.785349199323424],[-60.41495336146798,-26.788773199323419]]]]}"
3782,La Curva,22,Chaco,Chacabuco,Charata,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-61.172219501012513,-27.231956307714178],[-61.173064043131248,-27.230442308013366],[-61.172488836424407,-27.229833896867209],[-61.173606891913487,-27.229307830336378],[-61.173625025742453,-27.229376203213555],[-61.173106266911276,-27.230471681495029],[-61.1736566263561,-27.2310175270128],[-61.172317090661465,-27.232011755021279],[-61.172219501012513,-27.231956307714178]]]]}"
3783,Juan Jose Valle,22,Chaco,Chacabuco,Charata,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-61.181516999999985,-27.193227999999976],[-61.182880999999952,-27.194626999999969],[-61.181844999999953,-27.19529799999998],[-61.182406999999955,-27.195890999999961],[-61.180207999999936,-27.197378999999955],[-61.178489999999954,-27.19544099999996],[-61.178436275926742,-27.19535173491138],[-61.181516999999985,-27.193227999999976]]]]}"
3784,Municipal,22,Chaco,Chacabuco,Charata,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-61.175638999999933,-27.201822999999933],[-61.174311999999986,-27.202723999999932],[-61.173107826376452,-27.201381031994739],[-61.172152851280316,-27.202059482045264],[-61.1712667769205,-27.202683382908976],[-61.172052570326407,-27.203593378289273],[-61.171514999999943,-27.203944999999976],[-61.170765999999958,-27.203058999999939],[-61.170613999999944,-27.20289299999996],[-61.169483999999954,-27.201582999999971],[-61.1732569345941,-27.198896459204558],[-61.173861389251051,-27.199591720321312],[-61.173853047022035,-27.199684144061504],[-61.1738600111812,-27.199739648825492],[-61.174226595054343,-27.200179836566612],[-61.174692999999934,-27.200725999999975],[-61.175053999999932,-27.201169999999934],[-61.175638999999933,-27.201822999999933]]]]}"
3785,Centenario,22,Chaco,Chacabuco,Charata,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-61.178227457999981,-27.199960130999955],[-61.178228671999932,-27.199961575999964],[-61.175845829121769,-27.201571362603833],[-61.175639302922093,-27.201759465267788],[-61.174280967371558,-27.2001669568607],[-61.173953871765683,-27.199820743975877],[-61.173936380217583,-27.199774286688577],[-61.173896991883986,-27.199609939592793],[-61.17327899999998,-27.198873999999932],[-61.175861426999973,-27.197142566999958],[-61.178227457999981,-27.199960130999955]]]]}"
3764,Esperanza,22,Chaco,Chacabuco,Charata,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-61.177904999999953,-27.19571899999994],[-61.178486170205588,-27.196440300519242],[-61.177470255308393,-27.197021866618361],[-61.178279531892471,-27.197917521938017],[-61.177813999999955,-27.198203999999976],[-61.181366787200865,-27.202297710624226],[-61.1806696886101,-27.202715287289998],[-61.17586077991789,-27.197090314419491],[-61.177904999999953,-27.19571899999994]]]]}"
3781,Pinedo Viejo,22,Chaco,12 De Octubre,General Pinedo,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-61.2992368618782,-27.343642513147891],[-61.297811569060883,-27.342081675301653],[-61.297020211326107,-27.342622192566662],[-61.295796203039217,-27.341307579947763],[-61.297032276243534,-27.340447709471384],[-61.295382267956711,-27.338577612374991],[-61.296102625691489,-27.337911287743985],[-61.294251845304466,-27.335724613336012],[-61.297788357734753,-27.333337318505091],[-61.30036818400508,-27.336529943940459],[-61.300365407444723,-27.33659515744738],[-61.302150999999981,-27.338799999999935],[-61.301146292817279,-27.339432354697969],[-61.302626732043244,-27.341224837695268],[-61.2992368618782,-27.343642513147891]]]]}"
3800,Chacra 7,22,Chaco,General Guemes,Juan Jose Castelli,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.633037999999942,-25.933383999999933],[-60.630931999999973,-25.93249899999995],[-60.631757999999934,-25.930898999999954],[-60.632661999999982,-25.93129799999997],[-60.633097999999961,-25.930575999999974],[-60.633877875109128,-25.930946708296883],[-60.633496041921333,-25.931613291703037],[-60.633847999999944,-25.931761999999935],[-60.633037999999942,-25.933383999999933]]]]}"
3801,Reserva Norte,22,Chaco,General Guemes,Juan Jose Castelli,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.629536930130968,-25.940149183406064],[-60.629978482872382,-25.939305925890228],[-60.630042999999944,-25.939259999999933],[-60.630503436681188,-25.938441620087321],[-60.631133816593817,-25.938725689956293],[-60.630655999999988,-25.939572999999939],[-60.63018999999997,-25.940445999999952],[-60.6303249712947,-25.940496563318728],[-60.629393145346384,-25.942131718019578],[-60.62909099999996,-25.941970999999967],[-60.629382999999962,-25.941453999999965],[-60.629247873362381,-25.941384873362388],[-60.629854999999964,-25.940287999999953],[-60.629536930130968,-25.940149183406064]]]]}"
3802,Chacra 4,22,Chaco,General Guemes,Juan Jose Castelli,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.640648692139727,-25.932569738427897],[-60.641660999999942,-25.933026999999981],[-60.642637999999977,-25.933423999999945],[-60.643100152838379,-25.933622645851511],[-60.643144999999947,-25.933679999999981],[-60.642446692139679,-25.935011999999972],[-60.64235458340606,-25.93500267598251],[-60.64160899999996,-25.934626999999978],[-60.640784999999937,-25.93426299999993],[-60.639904999999942,-25.933913999999959],[-60.640107027572022,-25.933521256716126],[-60.640408784716108,-25.93299808449779],[-60.640648692139727,-25.932569738427897]]]]}"
3803,Quinta 14,22,Chaco,General Guemes,Juan Jose Castelli,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.642125298908262,-25.945591654366744],[-60.641661042204191,-25.946471771645964],[-60.64159922777521,-25.946692960663921],[-60.641457098322036,-25.946656102549436],[-60.641130271834029,-25.94728654366806],[-60.639298926200809,-25.94644496310039],[-60.640145728165912,-25.944789567030519],[-60.642125298908262,-25.945591654366744]]]]}"
3804,Chacra 27/28,22,Chaco,General Guemes,Juan Jose Castelli,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.647191999999961,-25.952095999999983],[-60.647168999999963,-25.953522999999961],[-60.646773999999937,-25.953302999999948],[-60.64647599999995,-25.953730999999948],[-60.642519999999934,-25.952035999999964],[-60.642784999999947,-25.951578999999981],[-60.641893999999979,-25.951191999999935],[-60.642533999999955,-25.949983999999972],[-60.647191999999961,-25.952095999999983]]]]}"
3805,Chacra 65,22,Chaco,General Guemes,Juan Jose Castelli,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.636648185371115,-25.956701887772859],[-60.635853999999938,-25.958275999999955],[-60.633595465502161,-25.957226163755408],[-60.634367370742325,-25.955676745633131],[-60.636648185371115,-25.956701887772859]]]]}"
3806,Reserva Sur,22,Chaco,General Guemes,Juan Jose Castelli,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.622753999999986,-25.954376999999965],[-60.615477999999939,-25.968055999999933],[-60.614687999999944,-25.967538999999931],[-60.621917999999937,-25.954068999999947],[-60.622753999999986,-25.954376999999965]]]]}"
3807,Opo,22,Chaco,General Guemes,Juan Jose Castelli,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.635189999999966,-25.963812999999959],[-60.635021999999935,-25.963867999999934],[-60.634642846069838,-25.964670400654978],[-60.634318518057988,-25.964925492392226],[-60.633912015283819,-25.96516996943226],[-60.633236666857869,-25.964878739780435],[-60.632539676855842,-25.964529999999968],[-60.63285167685585,-25.963915999999983],[-60.63414998471611,-25.964498815502161],[-60.634612999999945,-25.963684999999941],[-60.6342441844978,-25.963514169213934],[-60.634274353711739,-25.963396984716116],[-60.634831119467279,-25.962349934226932],[-60.635429015283805,-25.961273338427926],[-60.63632199999995,-25.961619999999982],[-60.635189999999966,-25.963812999999959]]]]}"
3808,Chacra 64,22,Chaco,General Guemes,Juan Jose Castelli,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.63075028995631,-25.967800392139694],[-60.630108687336218,-25.968986022707369],[-60.628964437554529,-25.968508641921343],[-60.629609886462845,-25.967294158951944],[-60.63075028995631,-25.967800392139694]]]]}"
3809,Chacra 79,22,Chaco,General Guemes,Juan Jose Castelli,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.613960694279513,-25.964166960123364],[-60.613645830945785,-25.964885887801902],[-60.613598114357742,-25.964938158166316],[-60.611525913414958,-25.964028443878238],[-60.611403341417486,-25.964012823717706],[-60.609342335992174,-25.963017842609805],[-60.609738385416605,-25.962275269531215],[-60.610686345402371,-25.962667116775346],[-60.612792526253308,-25.963614571845294],[-60.613960694279513,-25.964166960123364]]]]}"
3810,Reserva,22,Chaco,General Guemes,Juan Jose Castelli,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.635547999999972,-25.933284999999955],[-60.631027356762289,-25.937737644458569],[-60.63062199999996,-25.938058999999953],[-60.633575999999948,-25.932484999999929],[-60.635547999999972,-25.933284999999955]]]]}"
3853,Chacra 31,22,Chaco,General Guemes,Juan Jose Castelli,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.607564316126648,-25.932632791023877],[-60.6057077096832,-25.936025433875773],[-60.60474741936644,-25.93565988673403],[-60.606093129049711,-25.933073886938548],[-60.60505999999998,-25.932632999999953],[-60.603754341936622,-25.935224434131474],[-60.602994103239752,-25.934907886730876],[-60.604776077429783,-25.931409243623296],[-60.607564316126648,-25.932632791023877]]]]}"
3854,Diecinueve De Abril,22,Chaco,General Guemes,Juan Jose Castelli,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.610767805981276,-25.934031290661391],[-60.610314166336927,-25.934838735628848],[-60.609870144802905,-25.934646020363964],[-60.610307714934258,-25.933818970067303],[-60.610767805981276,-25.934031290661391]]]]}"
3855,Quinta 24,22,Chaco,General Guemes,Juan Jose Castelli,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.616268137733414,-25.934383999999966],[-60.61537180661103,-25.935995490577668],[-60.613141044970135,-25.935004615212019],[-60.614040932072086,-25.933415243570057],[-60.616268137733414,-25.934383999999966]]]]}"
3846,Chacra 5,22,Chaco,General Guemes,Juan Jose Castelli,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.640631757459126,-25.93254673499996],[-60.639877238781814,-25.933920450393213],[-60.638809119999962,-25.935828474695828],[-60.636325864608239,-25.934741522565218],[-60.63803934204298,-25.931492909738836],[-60.637700045130543,-25.931283477434647],[-60.638049909738804,-25.930876477434651],[-60.64000313539168,-25.931730432304107],[-60.639808090261113,-25.932192045130535],[-60.640631757459126,-25.93254673499996]]]]}"
3843,Sin Nombre,22,Chaco,Libertador General San Martin,General Jose De San Martin,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-59.333166999999946,-26.527027999999973],[-59.332574364410426,-26.527046999999982],[-59.332073180786004,-26.527059909606962],[-59.33114618078595,-26.527027909606929],[-59.331147361571986,-26.526640635589462],[-59.331226816375519,-26.526270454803463],[-59.331165090392986,-26.52592936441043],[-59.329313714628775,-26.523581451965015],[-59.329646265502156,-26.523419997161518],[-59.330574632751024,-26.523505268340546],[-59.33097382205235,-26.52465936441045],[-59.331490545196466,-26.52574708471613],[-59.331575183624423,-26.526175999999964],[-59.33237955087332,-26.526178274017436],[-59.332375276855849,-26.526836180785974],[-59.333156819213947,-26.526830180785989],[-59.333166999999946,-26.527027999999973]]]]}"
3844,Nuevo Asentamiento,22,Chaco,Libertador General San Martin,General Jose De San Martin,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-59.35865080833328,-26.54439890937498],[-59.358682231770793,-26.545570595833276],[-59.355546999999945,-26.545534999999973],[-59.3555651411458,-26.544951707291645],[-59.3555445854166,-26.544360928645776],[-59.357811610901365,-26.54435851209001],[-59.35865080833328,-26.54439890937498]]]]}"
3851,San Francisco,22,Chaco,Libertador General San Martin,General Jose De San Martin,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-59.328063461718685,-26.542707676681111],[-59.328161999999963,-26.54312299999998],[-59.327936999999963,-26.543487999999968],[-59.327903770312481,-26.543578516777881],[-59.326280308593724,-26.543554647213494],[-59.326281997656181,-26.542672418831813],[-59.326540269140573,-26.542607031391448],[-59.32708146171872,-26.542573676681108],[-59.328063461718685,-26.542707676681111]]]]}"
3852,Quom,22,Chaco,Libertador General San Martin,General Jose De San Martin,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-59.326376932985355,-26.547985061331691],[-59.325662932985338,-26.550468061331674],[-59.324037212279329,-26.550460564586736],[-59.32360301123547,-26.550537435284848],[-59.323196011235417,-26.551151435284833],[-59.322983284911679,-26.551686496192904],[-59.322623569823463,-26.551674870241136],[-59.322679999999934,-26.547941999999978],[-59.326376932985355,-26.547985061331691]]]]}"
3791,Ferlucho,22,Chaco,Libertador General San Martin,General Jose De San Martin,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-59.339286999999956,-26.526929999999936],[-59.339267999999947,-26.528528999999935],[-59.339277153192818,-26.52940492340355],[-59.339249999999936,-26.530256999999949],[-59.338348999999937,-26.530257999999947],[-59.336978999999985,-26.530245999999977],[-59.33694326808741,-26.529904774457233],[-59.3369156936143,-26.528508731912478],[-59.33693492340354,-26.527086191490998],[-59.337008731912455,-26.526982344683873],[-59.338201999999967,-26.52693899999997],[-59.339286999999956,-26.526929999999936]]]]}"
3792,Lote 186,22,Chaco,Libertador General San Martin,General Jose De San Martin,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-59.367419999999981,-26.517818999999974],[-59.366145999999958,-26.519212999999979],[-59.364431999999965,-26.519861999999932],[-59.360518999999954,-26.519938999999965],[-59.357319999999959,-26.519992999999943],[-59.353326999999979,-26.519782999999961],[-59.353291999999954,-26.519429999999943],[-59.353284999999971,-26.518633999999963],[-59.353428999999949,-26.517689999999959],[-59.353741999999954,-26.517599999999959],[-59.354972440364534,-26.518096999999955],[-59.355798761458288,-26.518304559635382],[-59.356316321093729,-26.518823999999938],[-59.356398999999954,-26.519701999999938],[-59.358755999999971,-26.519635999999934],[-59.359588999999971,-26.518831999999975],[-59.360680999999943,-26.517720999999938],[-59.36188199999998,-26.51736399999993],[-59.363132999999948,-26.517186999999979],[-59.364359999999976,-26.517067999999938],[-59.364874999999984,-26.516726999999946],[-59.366345999999965,-26.516211999999939],[-59.368030999999974,-26.516919999999971],[-59.367419999999981,-26.517818999999974]]]]}"
3793,Sin Nombre,22,Chaco,Libertador General San Martin,General Jose De San Martin,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-59.328213999999946,-26.533675999999957],[-59.328201999999976,-26.534253999999976],[-59.328252999999961,-26.534735999999953],[-59.328208999999958,-26.535112999999967],[-59.328192999999942,-26.535396999999932],[-59.327922999999942,-26.535431999999957],[-59.327914264628753,-26.535094536244486],[-59.327888999999971,-26.534467999999947],[-59.327584999999942,-26.534471999999937],[-59.327459264628764,-26.534137419213938],[-59.327431999999988,-26.533688999999981],[-59.328213999999946,-26.533675999999957]]]]}"
